iteration, center_diff
2, 0.16332694171368217
3, 0.16111794754056677
4, 0.15894070506486246
5, 0.1567947303597325
6, 0.15467954724503416
7, 0.1525946871588303
8, 0.15053968903112444
9, 0.14851409915974034
10, 0.14651747108828933
11, 0.1445493654862163
12, 0.14260935003085837
13, 0.1406969992915175
14, 0.13881189461547774
15, 0.13695362401595107
16, 0.1351217820619296
17, 0.13331596976988636
18, 0.13153579449731082
19, 0.1297808698380407
20, 0.12805081551936534
21, 0.1263452573008723
22, 0.12466382687497565
23, 0.1230061617691673
24, 0.12137190524987099
25, 0.11976070622795507
26, 0.1181722191658184
27, 0.11660610398605382
28, 0.11506202598164843
29, 0.11353965572769277
30, 0.11203866899459206
31, 0.11055874666272493
32, 0.10909957463854925
33, 0.10766084377212155
34, 0.1062422497759987
35, 0.10484349314551199
36, 0.10346427908038242
37, 0.10210431740765027
38, 0.10076332250591187
39, 0.09944101323081725
40, 0.09813711284183317
41, 0.09685134893023105
42, 0.09558345334828874
43, 0.09433316213968049
44, 0.09310021547103851
45, 0.09188435756465713
46, 0.09068533663234289
47, 0.08950290481035965
48, 0.08833681809547016
49, 0.08718683628206161
50, 0.08605272290030633
51, 0.0849342451553799
52, 0.08383117386768556
53, 0.08274328341408518
54, 0.08167035167011936
55, 0.08061215995317995
56, 0.079568492966663
57, 0.07853913874502716
58, 0.07752388859979042
59, 0.07652253706642095
60, 0.07553488185212878
61, 0.07456072378451759
62, 0.0735998667610979
63, 0.07265211769965577
64, 0.07171728648943552
65, 0.07079518594314792
66, 0.06988563174977686
67, 0.068988442428174
68, 0.0681034392814269
69, 0.067230446351995
70, 0.06636929037758403
71, 0.06551980074776421
72, 0.06468180946130728
73, 0.06385515108423986
74, 0.06303966270858855
75, 0.06223518391181479
76, 0.06144155671693045
77, 0.060658625553269514
78, 0.05988623721791465
79, 0.05912424083776958
80, 0.05837248783225672
81, 0.05763083187663711
82, 0.056899128865937704
83, 0.05617723687948208
84, 0.05546501614600835
85, 0.054762329009360095
86, 0.05406903989475318
87, 0.05338501527560593
88, 0.05271012364090075
89, 0.05204423546311095
90, 0.051387223166642036
91, 0.05073896109679547
92, 0.05009932548926658
93, 0.049468194440103384
94, 0.04884544787622364
95, 0.0482309675263587
96, 0.047624636892516205
97, 0.0470263412219053
98, 0.04643596747931193
99, 0.04585340431994646
100, 0.04527854206273527
101, 0.0447112726640461
102, 0.04415148969184888
103, 0.04359908830030672
104, 0.04305396520478498
105, 0.04251601865726605
106, 0.04198514842216505
107, 0.041461255752563535
108, 0.04094424336680364
109, 0.04043401542549935
110, 0.03993047750889051
111, 0.03943353659460381
112, 0.03894310103574719
113, 0.038459080539383836
114, 0.037981386145355345
115, 0.03750993020543868
116, 0.03704462636286399
117, 0.03658538953215373
118, 0.036132135879293814
119, 0.03568478280223324
120, 0.03524324891169793
121, 0.034807454012320355
122, 0.034377319084075264
123, 0.03395276626401737
124, 0.033533718828321714
125, 0.03312010117461335
126, 0.032711838804575
127, 0.03230885830686218
128, 0.03191108734026904
129, 0.031518454617185825
130, 0.031130889887318765
131, 0.030748323921670213
132, 0.03037068849679182
133, 0.029997916379272016
134, 0.029629941310502592
135, 0.02926669799166431
136, 0.02890812206896984
137, 0.02855415011915316
138, 0.0282047196351706
139, 0.027859769012156182
140, 0.02751923753358816
141, 0.027183065357688236
142, 0.026851193504034063
143, 0.02652356384039327
144, 0.026200119069759078
145, 0.02588080271760995
146, 0.025565559119362216
147, 0.025254333408026925
148, 0.02494707150206845
149, 0.024643720093455532
150, 0.02434422663590272
151, 0.024048539333305627
152, 0.023756607128353407
153, 0.023468379691330896
154, 0.023183807409098724
155, 0.02290284137424111
156, 0.02262543337440435
157, 0.022351535881786372
158, 0.02208110204280687
159, 0.02181408566793913
160, 0.021550441221701203
161, 0.02129012381280831
162, 0.021033089184482785
163, 0.0207792937049176
164, 0.02052869435788879
165, 0.020281248733524982
166, 0.020036915019210202
167, 0.019795651990644612
168, 0.019557419003038104
169, 0.019322175982445396
170, 0.0190898834172415
171, 0.01886050234972752
172, 0.018633994367870825
173, 0.01841032159717634
174, 0.018189446692685858
175, 0.017971332831101597
176, 0.017755943703038665
177, 0.017543243505388693
178, 0.017333196933825255
179, 0.01712576917539165
180, 0.01692092590125009
181, 0.016718633259502035
182, 0.016518857868148416
183, 0.016321566808152423
184, 0.01612672761660431
185, 0.01593430828000902
186, 0.01574427722765567
187, 0.015556603325115085
188, 0.015371255867821445
189, 0.015188204574758021
190, 0.01500741958225203
191, 0.014828871437847375
192, 0.014652531094288752
193, 0.014478369903589096
194, 0.01430635961119718
195, 0.014136472350250211
196, 0.013968680635913345
197, 0.013802957359816893
198, 0.013639275784569383
199, 0.013477609538358212
200, 0.013317932609642133
201, 0.013160219341906212
202, 0.013004444428525328
203, 0.01285058290767583
204, 0.012698610157354915
205, 0.012548501890453553
206, 0.012400234149918903
207, 0.012253783303988556
208, 0.012109126041489322
209, 0.011966239367221994
210, 0.011825100597408105
211, 0.011685687355205025
212, 0.01154797756629494
213, 0.011411949454540236
214, 0.011277581537702018
215, 0.011144852623227968
216, 0.011013741804098696
217, 0.010884228454747716
218, 0.01075629222702687
219, 0.010629913046256323
220, 0.010505071107306536
221, 0.010381746870768802
222, 0.01025992105916059
223, 0.010139574653195987
224, 0.010020688888121099
225, 0.009903245250096638
226, 0.009787225472629639
227, 0.009672611533070993
228, 0.009559385649161254
229, 0.009447530275624292
230, 0.009337028100818517
231, 0.009227862043434157
232, 0.009120015249243161
233, 0.00901347108789326
234, 0.0089082131497567
235, 0.008804225242824433
236, 0.008701491389635406
237, 0.008599995824275501
238, 0.008499722989396824
239, 0.008400657533295787
240, 0.008302784307034546
241, 0.008206088361591772
242, 0.00811055494507906
243, 0.008016169499975532
244, 0.007922917660419557
245, 0.007830785249531083
246, 0.0077397582767798805
247, 0.007649822935388527
248, 0.007560965599780762
249, 0.007473172823052584
250, 0.0073864313345030404
251, 0.007300728037177951
252, 0.007216050005468731
253, 0.007132384482736651
254, 0.00704971887897339
255, 0.006968040768496227
256, 0.006887337887684865
257, 0.0068075981327303916
258, 0.0067288095574513694
259, 0.006650960371102409
260, 0.006574038936247989
261, 0.006498033766646238
262, 0.0064229335251758625
263, 0.006348727021788979
264, 0.00627540321148759
265, 0.006202951192343262
266, 0.006131360203533155
267, 0.00606061962341299
268, 0.005990718967609618
269, 0.0059216478871529366
270, 0.005853396166620977
271, 0.005785953722327913
272, 0.005719310600516395
273, 0.0056534569756048975
274, 0.005588383148435653
275, 0.005524079544553348
276, 0.005460536712523402
277, 0.005397745322255387
278, 0.005335696163357691
279, 0.005274380143523074
280, 0.005213788286926697
281, 0.005153911732651612
282, 0.005094741733140341
283, 0.005036269652658887
284, 0.004978486965793882
285, 0.004921385255970205
286, 0.00486495621397209
287, 0.004809191636514796
288, 0.004754083424814423
289, 0.0046996235831813496
290, 0.004645804217643233
291, 0.004592617534579895
292, 0.004540055839375717
293, 0.004488111535099552
294, 0.004436777121197706
295, 0.004386045192202722
296, 0.00433590843646847
297, 0.004286359634915657
298, 0.0042373916598012614
299, 0.004188997473498467
300, 0.004141170127300593
301, 0.0040939027602380955
302, 0.004047188597913747
303, 0.004001020951348989
304, 0.003955393215861834
305, 0.003910298869934222
306, 0.0038657314741264407
307, 0.0038216846699816957
308, 0.003778152178956554
309, 0.0037351278013666076
310, 0.003692605415349977
311, 0.003650578975831467
312, 0.003609042513520067
313, 0.0035679901339007113
314, 0.003527416016265541
315, 0.0034873144127249567
316, 0.003447679647267792
317, 0.0034085061148063423
318, 0.003369788280252609
319, 0.00333152067759519
320, 0.003293697909002566
321, 0.0032563146439214697
322, 0.0032193656182055563
323, 0.0031828456332408757
324, 0.003146749555095818
325, 0.0031110723136727548
326, 0.00307580890187932
327, 0.0030409543748056754
328, 0.0030065038489154533
329, 0.002972452501245479
330, 0.002938795568625306
331, 0.0029055283468906335
332, 0.002872646190126828
333, 0.002840144509905912
334, 0.002808018774547056
335, 0.0027762645083795534
336, 0.0027448772910184708
337, 0.0027138527566475793
338, 0.0026831865933184536
339, 0.002652874542250595
340, 0.00262291239715065
341, 0.0025932960035268634
342, 0.002564021258032888
343, 0.0025350841078024887
344, 0.0025064805497990567
345, 0.0024782066301791464
346, 0.0024502584436564257
347, 0.002422632132883685
348, 0.002395323887834225
349, 0.0023683299451920502
350, 0.002341646587759799
351, 0.002315270143865217
352, 0.0022891969867790143
353, 0.0022634235341406745
354, 0.002237946247388675
355, 0.0022127616312084234
356, 0.002187866232972246
357, 0.0021632566422011895
358, 0.0021389294900237632
359, 0.0021148814486495
360, 0.0020911092308469542
361, 0.0020676095894205286
362, 0.002044379316714054
363, 0.002021415244097239
364, 0.0019987142414759976
365, 0.0019762732168065425
366, 0.0019540891156041708
367, 0.0019321589204771739
368, 0.0019104796506522548
369, 0.0018890483615121914
370, 0.0018678621441405611
371, 0.001846918124867756
372, 0.0018262134648291918
373, 0.0018057453595226266
374, 0.001785511038380953
375, 0.0017655077643395894
376, 0.0017457328334135617
377, 0.0017261835742877708
378, 0.001706857347900091
379, 0.001687751547038286
380, 0.0016688635959426512
381, 0.0016501909499023327
382, 0.0016317310948825037
383, 0.0016134815471182406
384, 0.001595439852756101
385, 0.0015776035874656173
386, 0.0015599703560745884
387, 0.0015425377922077706
388, 0.0015253035579205706
